Pearson syndrome;disease has feature;Sideroblastic anemia
hereditary breast carcinoma;disease has feature;breast carcinoma
geniculate herpes zoster;disease has feature;Tinnitus
geniculate herpes zoster;disease has feature;Vertigo
geniculate herpes zoster;disease has feature;Paralysis
cerebellar ataxia;disease has feature;Ataxia
proteosome-associated autoinflammatory syndrome;disease has feature;Joint stiffness
proteosome-associated autoinflammatory syndrome;disease has feature;Lipodystrophy
proteosome-associated autoinflammatory syndrome;disease has feature;Joint contracture of the hand
anti-glomerular basement membrane disease;disease has feature;Glomerulonephritis
anti-glomerular basement membrane disease;disease has feature;Autoimmunity
Treacher-Collins syndrome;disease has feature;Strabismus
Treacher-Collins syndrome;disease has feature;Distichiasis
Lesch-Nyhan syndrome;disease has feature;Self-injurious behavior
immunodeficiency 19;disease has feature;Severe combined immunodeficiency
WAGR syndrome;disease has feature;Aniridia
WAGR syndrome;disease has feature;Intellectual disability
progressive supranuclear palsy;disease has feature;Frontotemporal dementia
nodular lymphocyte predominant Hodgkin lymphoma;disease has feature;progressive transformation of germinal centers
palindromic rheumatism;disease has feature;Arthritis
bipolar disorder;disease has feature;recurrent hypersomnia
infectious meningitis;disease has feature;Meningitis
infectious meningitis;disease has feature;Headache
Dubowitz syndrome;disease has feature;Microcephaly
Dubowitz syndrome;disease has feature;Retrognathia
Dubowitz syndrome;disease has feature;Growth delay
common variable immunodeficiency;disease has feature;Decreased circulating antibody level
sarcocystosis;disease has feature;Lymphadenopathy
sarcocystosis;disease has feature;Arthralgia
sarcocystosis;disease has feature;Erythema
hereditary breast ovarian cancer syndrome;disease has feature;female breast carcinoma
hereditary breast ovarian cancer syndrome;disease has feature;ovarian carcinoma
Q fever;disease has feature;Vomiting
Q fever;disease has feature;Abdominal pain
Q fever;disease has feature;Headache
Q fever;disease has feature;dysentery
hyperpituitarism;disease has feature;Hyperpituitarism
desmoplastic infantile astrocytoma;disease has feature;hypotropia
Garret-Tripp syndrome;disease has feature;intellectual disability
Garret-Tripp syndrome;disease has feature;alopecia
Garret-Tripp syndrome;disease has feature;seborrheic dermatitis
Garret-Tripp syndrome;disease has feature;Legg-Calve-Perthes disease
hereditary hypophosphatemic rickets with hypercalciuria;disease has feature;Hypercalciuria
sinoatrial node dysfunction and deafness;disease has feature;sinoatrial node disorder
chondroid chordoma;disease has feature;Chordoma
granuloma inguinale;disease has feature;Genital ulcers
aromatase excess syndrome;disease has feature;peripheral precocious puberty
antiphospholipid syndrome;disease has feature;Abnormal thrombosis
cribriform variant testicular seminoma;disease has feature;Cribriform Pattern
metastatic prostate carcinoma;disease has feature;metastatic carcinoma
filarial elephantiasis;disease has feature;Epididymitis
filarial elephantiasis;disease has feature;Hyperkeratosis
filarial elephantiasis;disease has feature;Lymphedema
filarial elephantiasis;disease has feature;Lymphadenitis
filarial elephantiasis;disease has feature;elephantiasis
Grant syndrome;disease has feature;Reduced bone mineral density
alpha-mannosidosis;disease has feature;metabolic disease
mucopolysaccharidosis type 7;disease caused by disruption of;beta-glucuronidase activity
disorder of magnesium transport;disease caused by disruption of;magnesium ion transport
inherited thyroid metabolism disease;disease caused by disruption of;thyroid hormone metabolic process
coenzyme Q10 deficiency;disease caused by disruption of;ubiquinone biosynthetic process
Hurler syndrome;disease caused by disruption of;L-iduronidase activity
G6PD deficiency;disease caused by disruption of;glucose-6-phosphate dehydrogenase activity
glycogen storage disease Ib;disease caused by disruption of;glucose-6-phosphate transmembrane transporter activity
auditory perceptual disorders;disease caused by disruption of;sensory perception of sound
gamma-glutamylcysteine synthetase deficiency;disease caused by disruption of;glutamate-cysteine ligase activity
disorder of phenylalanine metabolism;disease caused by disruption of;L-phenylalanine metabolic process
inherited glutathione synthetase deficiency;disease caused by disruption of;glutathione synthase activity
adrenogenital syndrome;disease caused by disruption of;steroid biosynthetic process
gluthathione peroxidase deficiency;disease caused by disruption of;glutathione peroxidase activity
congenital secretory chloride diarrhea 1;disease caused by disruption of;chloride transmembrane transporter activity
type II hypersensitivity reaction disease;disease caused by disruption of;type II hypersensitivity
Smith-Lemli-Opitz syndrome;disease caused by disruption of;7-dehydrocholesterol reductase activity
triglyceride storage disease;disease caused by disruption of;sequestering of triglyceride
Hartnup disease;disease caused by disruption of;amino acid transmembrane transporter activity
polycystic liver disease 1;disease caused by disruption of;PRKCSH
Cockayne syndrome;disease caused by disruption of;nucleotide-excision repair
purine metabolism disease;disease caused by disruption of;purine nucleobase metabolic process
valine metabolism disease;disease caused by disruption of;valine metabolic process
inborn disorder of ornithine metabolism;disease caused by disruption of;ornithine metabolic process
type IV hypersensitivity disease;disease caused by disruption of;type IV hypersensitivity
dry eye syndrome;disease caused by disruption of;tear secretion
dimethylglycine dehydrogenase deficiency;disease caused by disruption of;dimethylglycine dehydrogenase activity
visual agnosia;disease caused by disruption of;visual perception
glucose transport disorder;disease caused by disruption of;glucose transmembrane transport
Gaucher disease type III;disease caused by disruption of;beta-galactosidase activity
aromatase excess syndrome;disease caused by disruption of;aromatase activity
lysosomal lipid storage disorder;disease caused by disruption of;lipid storage
alpha-mannosidosis;disease caused by disruption of;alpha-mannosidase activity
mucopolysaccharidosis type 4A;disease caused by disruption of;galactose-6-sulfurylase activity
disorder of glycogen metabolism;disease caused by disruption of;glycogen metabolic process
AGAT deficiency;disease caused by disruption of;glycine amidinotransferase activity
renal tubular transport disease;disease caused by disruption of;renal absorption
mitochondrial DNA maintenance syndrome;disease caused by disruption of;mitochondrial genome maintenance
allergic disease;disease caused by disruption of;type I hypersensitivity
disorder of fructose metabolism;disease caused by disruption of;fructose metabolic process
long chain acyl-CoA dehydrogenase deficiency;disease caused by disruption of;long-chain fatty acyl-CoA dehydrogenase activity
GABA aminotransaminase deficiency;disease caused by disruption of;4-aminobutyrate transaminase activity
urea cycle disorder;disease caused by disruption of;urea cycle
disorder of methionine catabolism;disease caused by disruption of;methionine catabolic process
GM1 gangliosidosis;disease caused by disruption of;beta-galactosidase activity
carbohydrate metabolism disease;disease caused by disruption of;carbohydrate metabolic process
mucopolysaccharidosis type 2;disease caused by disruption of;iduronate-2-sulfatase activity
androgen insensitivity syndrome;disease caused by disruption of;nuclear receptor activity
metabolic disease;disease caused by disruption of;metabolic process
complement deficiency;disease caused by disruption of;complement activation
congenital anomaly of cardiovascular system;disease caused by disruption of;circulatory system development
disorder of sexual differentiation;disease caused by disruption of;sex differentiation
sarcosinemia;disease caused by disruption of;sarcosine dehydrogenase activity
mast cell activation syndrome;disease caused by disruption of;mast cell activation
inborn disorder of histidine metabolism;disease caused by disruption of;histidine metabolic process
alpha-N-acetylgalactosaminidase deficiency;disease caused by disruption of;alpha-N-acetylgalactosaminidase activity
RASopathy;disease caused by disruption of;Ras protein signal transduction
congenital disorder of deglycosylation 1;disease caused by disruption of;peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
congenital disorder of deglycosylation 1;disease caused by disruption of;protein deglycosylation
adenylosuccinate lyase deficiency;disease caused by disruption of;(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
osteonecrosis;disease caused by disruption of;blood circulation
tyrosinemia;disease caused by disruption of;tyrosine catabolic process
thyroid hormone resistance syndrome;disease caused by disruption of;nuclear receptor activity
glycerol metabolism disease;disease caused by disruption of;glycerol metabolic process
guanidinoacetate methyltransferase deficiency;disease caused by disruption of;guanidinoacetate N-methyltransferase activity
biotinidase deficiency;disease caused by disruption of;biotinidase activity
sterol metabolism disorder;disease caused by disruption of;sterol metabolic process
disorder of sphingolipid biosynthesis;disease caused by disruption of;sphingolipid biosynthetic process
tetrahydrobiopterin metabolic process disease;disease caused by disruption of;tetrahydrobiopterin metabolic process
akinetopsia;disease caused by disruption of;perception of rate of movement
hypogonadotropic hypogonadism;disease caused by disruption of;gonadotropin hormone-releasing hormone activity
Tay-Sachs disease;disease caused by disruption of;beta-N-acetylhexosaminidase activity
myotonic dystrophy;disease caused by disruption of;RNA binding
mucopolysaccharidosis type 6;disease caused by disruption of;N-acetylgalactosamine-4-sulfatase activity
scurvy;disease caused by disruption of;L-ascorbic acid biosynthetic process
NAD(P)HX dehydratase deficiency;disease caused by disruption of;ATP-dependent NAD(P)H-hydrate dehydratase activity
Fabry disease;disease caused by disruption of;alpha-galactosidase activity
holocarboxylase synthetase deficiency;disease caused by disruption of;biotin-protein ligase activity
macrophage activation syndrome;disease caused by disruption of;macrophage activation
late infantile neuronal ceroid lipofuscinosis;disease caused by disruption of;tripeptidyl-peptidase activity
pyruvate metabolism disorder;disease caused by disruption of;pyruvate metabolic process
inborn disorder of tryptophan metabolism;disease caused by disruption of;tryptophan metabolic process
inborn glycerol kinase deficiency;disease caused by disruption of;glycerol kinase activity
carnitine acetyltransferase deficiency;disease caused by disruption of;carnitine O-acetyltransferase activity
disorder of GPI anchor biosynthesis;disease caused by disruption of;GPI anchor biosynthetic process
disorder of galactose metabolism;disease caused by disruption of;galactose metabolic process
disorder of copper metabolism;disease caused by disruption of;intracellular copper ion homeostasis
congenital isolated adrenocorticotropic hormone deficiency;disease caused by disruption of;corticotropin secretion
autoinflammatory syndrome;disease caused by disruption of;inflammatory response
autoinflammatory syndrome;disease caused by disruption of;innate immune response
sphingolipidosis;disease caused by disruption of;sphingolipid metabolic process
gamma-glutamyl transpeptidase deficiency;disease caused by disruption of;glutathione hydrolase activity
disorder of tyrosine metabolism;disease caused by disruption of;tyrosine metabolic process
Krabbe disease;disease caused by disruption of;galactosylceramidase activity
cholesterol catabolic process disease;disease caused by disruption of;cholesterol catabolic process
photosensitive trichothiodystrophy;disease caused by disruption of;nucleotide-excision repair
3-methylcrotonyl-CoA carboxylase deficiency;disease caused by disruption of;methylcrotonoyl-CoA carboxylase activity
Gaucher disease type II;disease caused by disruption of;beta-galactosidase activity
inborn serine deficiency;disease caused by disruption of;L-serine biosynthetic process
pain agnosia;disease caused by disruption of;sensory perception of pain
gamma-amino butyric acid metabolism disorder;disease caused by disruption of;gamma-aminobutyric acid catabolic process
primary aldosteronism;disease caused by disruption of;aldosterone secretion
DNA repair disease;disease caused by disruption of;DNA repair
carbohydrate transport disease;disease caused by disruption of;carbohydrate transport
mucopolysaccharidosis type 4B;disease caused by disruption of;beta-galactosidase activity
Clouston syndrome;disease caused by disruption of;gap junction channel activity
complement receptor deficiency;disease caused by disruption of;complement receptor activity
developmental defect during embryogenesis;disease caused by disruption of;embryonic morphogenesis
congenital heart malformation;disease caused by disruption of;heart development
chronic granulomatous disease;disease caused by disruption of;superoxide-generating NAD(P)H oxidase activity
mucolipidosis type IV;disease caused by disruption of;iron ion transmembrane transporter activity
steroid metabolism disease;disease caused by disruption of;steroid metabolic process
ACTH-dependent Cushing syndrome;disease caused by disruption of;corticotropin secretion
hypersensitivity reaction disease;disease caused by disruption of;hypersensitivity
mucopolysaccharidosis type 3A;disease caused by disruption of;alpha-N-acetylglucosaminidase activity
mucopolysaccharidosis type 3A;disease caused by disruption of;N-sulfoglucosamine sulfohydrolase activity
pregnancy disorder;disease caused by disruption of;female pregnancy
oligosaccharidosis;disease caused by disruption of;oligosaccharide metabolic process
factor XIII deficiency;disease caused by disruption of;protein-glutamine gamma-glutamyltransferase activity
5-oxoprolinase deficiency;disease caused by disruption of;5-oxoprolinase (ATP-hydrolyzing) activity
sulfur metabolism disease;disease caused by disruption of;sulfur compound metabolic process
disorder of catecholamine synthesis;disease caused by disruption of;catecholamine biosynthetic process
myasthenia gravis;disease caused by disruption of;acetylcholine-gated monoatomic cation-selective channel activity
recessive X-linked ichthyosis;disease caused by disruption of;steryl-sulfatase activity
mucopolysaccharidosis;disease caused by disruption of;mucopolysaccharide metabolic process
creatine biosynthetic process disease;disease caused by disruption of;creatine biosynthetic process
intestinal motility disease;disease caused by disruption of;intestinal motility
medium chain acyl-CoA dehydrogenase deficiency;disease caused by disruption of;medium-chain fatty acyl-CoA dehydrogenase activity
disorder of glutamate decarboxylase;disease caused by disruption of;glutamate decarboxylase activity
anti-NMDA receptor encephalitis;disease caused by disruption of;NMDA glutamate receptor activity
carotenemia;disease caused by disruption of;carotenoid metabolic process
fatty liver disease;disease caused by disruption of;triglyceride-rich lipoprotein particle clearance
inborn aminoacylase deficiency;disease caused by disruption of;aminoacylase activity
phosphoribosylpyrophosphate synthetase superactivity;disease caused by disruption of;ribose phosphate diphosphokinase activity
homocystinuria;disease caused by disruption of;homocysteine metabolic process
mucopolysaccharidosis type 9;disease caused by disruption of;hyalurononglucosaminidase activity
inborn disorder of ketolysis;disease caused by disruption of;ketone body catabolic process
disorder of protein O-glycosylation;disease caused by disruption of;protein O-linked glycosylation
familial hypoparathyroidism;disease caused by disruption of;parathyroid hormone secretion
Salla disease;disease caused by disruption of;sialic acid transmembrane transporter activity
thiopurine S-methyltransferase deficiency;disease caused by disruption of;thiopurine S-methyltransferase activity
cholesterol metabolism disease;disease caused by disruption of;cholesterol metabolic process
Ogden syndrome;disease caused by disruption of;N-acetyltransferase activity
UV-sensitive syndrome;disease caused by disruption of;UV-damage excision repair
glycine metabolism disease;disease caused by disruption of;glycine metabolic process
aortic arch defects;disease caused by disruption of;pharyngeal arch artery morphogenesis
GLUT1 deficiency syndrome;disease caused by disruption of;glucose transmembrane transporter activity
cortisone reductase deficiency 2;disease caused by disruption of;11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity
congenital absence of septum pellucidum;disease caused by disruption of;midbrain development
inherited lipoic acid biosynthesis defect;disease caused by disruption of;lipoate biosynthetic process
short chain acyl-CoA dehydrogenase deficiency;disease caused by disruption of;short-chain fatty acyl-CoA dehydrogenase activity
inborn disorder of proline metabolism;disease caused by disruption of;proline metabolic process
familial thyroid dyshormonogenesis;disease caused by disruption of;thyroid hormone metabolic process
glycoprotein metabolism disease;disease caused by disruption of;glycoprotein metabolic process
riboflavin transporter deficiency;disease caused by disruption of;riboflavin transmembrane transporter activity
inherited glutathione metabolism disease;disease caused by disruption of;glutathione metabolic process
disorder of protein N-glycosylation;disease caused by disruption of;protein N-linked glycosylation
FNIP1-associated syndrome;disease caused by disruption of;FNIP1
endocrine alopecia;disease caused by disruption of;hormone-mediated signaling pathway
neurocristopathy;disease caused by disruption of;neural crest cell development
inborn disorder of pyridoxine metabolism;disease caused by disruption of;pyridoxine metabolic process
lathosterolosis;disease caused by disruption of;cholesterol biosynthetic process via lathosterol
vitamin D-dependent rickets;disease caused by disruption of;response to vitamin D
vitamin D-dependent rickets;disease caused by disruption of;vitamin D receptor signaling pathway
inborn vitamin metabolic disorder;disease caused by disruption of;vitamin metabolic process
pyruvate dehydrogenase deficiency;disease caused by disruption of;pyruvate decarboxylase activity
disorder of plasmalogens biosynthesis;disease caused by disruption of;ether lipid biosynthetic process
sulfide quinone oxidoreductase deficiency;disease caused by disruption of;sulfide:quinone oxidoreductase activity
disorder of gluconeogenesis;disease caused by disruption of;gluconeogenesis
hypohidrotic ectodermal dysplasia;disease caused by disruption of;ectoderm and mesoderm interaction
hypohidrotic ectodermal dysplasia;disease caused by disruption of;ectodermal placode development
tricarboxylic acid cycle disorder;disease caused by disruption of;tricarboxylic acid cycle
anemia;disease caused by disruption of;erythrocyte homeostasis
type III hypersensitivity disease;disease caused by disruption of;type III hypersensitivity
precocious puberty;disease caused by disruption of;endocrine process
disorder of organic acid metabolism;disease caused by disruption of;organic acid metabolic process
Gaucher disease perinatal lethal;disease caused by disruption of;glucosylceramidase activity
bone development disease;disease caused by disruption of;bone development
STAT3-related early-onset multisystem autoimmune disease;disease caused by disruption of;cytokine-mediated signaling pathway
vitamin B12 deficiency;disease caused by disruption of;cobalamin metabolic process
cerebral creatine deficiency syndrome;disease caused by disruption of;creatine metabolic process
lactocele;disease caused by disruption of;lactation
immunodeficiency disease;disease caused by disruption of;immune system process
venous hemangioma;disease caused by disruption of;venous blood vessel morphogenesis
androgenetic alopecia;disease caused by disruption of;androgen receptor signaling pathway
cytokine receptor deficiency;disease caused by disruption of;cytokine receptor activity
porphyrin metabolism disease;disease caused by disruption of;porphyrin-containing compound metabolic process
sterol biosynthesis disorder;disease caused by disruption of;sterol biosynthetic process
xeroderma pigmentosum;disease caused by disruption of;UV-damage excision repair
pyrimidine metabolism disease;disease caused by disruption of;pyrimidine nucleobase metabolic process
delta-1-pyrroline-5-carboxylate dehydrogenase deficiency;disease caused by disruption of;1-pyrroline-5-carboxylate dehydrogenase activity
cholesterol biosynthetic process disease;disease caused by disruption of;cholesterol biosynthetic process
keratomalacia;disease caused by disruption of;epithelial structure maintenance
vasomotor rhinitis;disease caused by disruption of;regulation of vasoconstriction
disorder of glycolysis;disease caused by disruption of;glycolytic process
amino acid metabolism disease;disease caused by disruption of;amino acid metabolic process
NIK deficiency;disease caused by disruption of;canonical NF-kappaB signal transduction
branchial arch disease;disease caused by disruption of;pharyngeal system development
cholesterolosis of gallbladder;disease caused by disruption of;cholesterol homeostasis
circadian rhythm sleep disorder;disease caused by disruption of;circadian rhythm
associative visual agnosia;disease caused by disruption of;visual object recognition
pseudohypoparathyroidism type 1C;has material basis in germline mutation in;GNAS
lethal congenital contracture syndrome 6;has material basis in germline mutation in;ZBTB42
Blau syndrome;has material basis in germline mutation in;NOD2
genitopatellar syndrome;has material basis in germline mutation in;KAT6B
metachondromatosis;has material basis in germline mutation in;PTPN11
hereditary spastic paraplegia 51;has material basis in germline mutation in;AP4E1
mucopolysaccharidosis type 7;has material basis in germline mutation in;GUSB
von Willebrand disease 2;has material basis in germline mutation in;VWF
Bannayan-Riley-Ruvalcaba syndrome;has material basis in germline mutation in;PTEN
HSD10 mitochondrial disease;has material basis in germline mutation in;HSD17B10
Alzheimer disease 3;has material basis in germline mutation in;PSEN1
paragangliomas 5;has material basis in germline mutation in;SDHA
X-linked spondyloepimetaphyseal dysplasia;has material basis in germline mutation in;BGN
Baraitser-Winter syndrome 1;has material basis in germline mutation in;ACTB
plasma fibronectin deficiency;has material basis in germline mutation in;FN1
Kahrizi syndrome;has material basis in germline mutation in;SRD5A3
Greenberg dysplasia;has material basis in germline mutation in;LBR
myxoid liposarcoma;has material basis in germline mutation in;DDIT3
congenital factor XII deficiency;has material basis in germline mutation in;F12
deafness-lymphedema-leukemia syndrome;has material basis in germline mutation in;GATA2
Wilson-Turner syndrome;has material basis in germline mutation in;LAS1L
retinitis pigmentosa 30;has material basis in germline mutation in;FSCN2
Teebi hypertelorism syndrome 1;has material basis in germline mutation in;SPECC1L
Sifrim-Hitz-Weiss syndrome;has material basis in germline mutation in;CHD4
Meier-Gorlin syndrome 6;has material basis in germline mutation in;GMNN
Steel syndrome;has material basis in germline mutation in;COL27A1
acrofacial dysostosis Cincinnati type;has material basis in germline mutation in;POLR1A
congenital myasthenic syndrome 6;has material basis in germline mutation in;CHAT
mitochondrial DNA depletion syndrome 4a;has material basis in germline mutation in;POLG
corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome;has material basis in germline mutation in;IGBP1
Timothy syndrome;has material basis in germline mutation in;CACNA1C
Cowden syndrome 7;has material basis in germline mutation in;SEC23B
catecholaminergic polymorphic ventricular tachycardia 1;has material basis in germline mutation in;RYR2
glutaminase deficiency;has material basis in germline mutation in;GLS
ataxia-telangiectasia-like disorder 1;has material basis in germline mutation in;MRE11
X-linked hypohidrotic ectodermal dysplasia;has material basis in germline mutation in;EDA
Hurler syndrome;has material basis in germline mutation in;IDUA
long QT syndrome 13;has material basis in germline mutation in;KCNJ5
neuronal ceroid lipofuscinosis 2;has material basis in germline mutation in;TPP1
multiple congenital anomalies-hypotonia-seizures syndrome 3;has material basis in germline mutation in;PIGT
hereditary spherocytosis type 5;has material basis in germline mutation in;EPB42
congenital high-molecular-weight kininogen deficiency;has material basis in germline mutation in;KNG1
arrhythmogenic right ventricular dysplasia 1;has material basis in germline mutation in;TGFB3
STT3B-congenital disorder of glycosylation;has material basis in germline mutation in;STT3B
BAP1-related tumor predisposition syndrome;has material basis in germline mutation in;BAP1
Feingold syndrome type 1;has material basis in germline mutation in;MYCN
Majeed syndrome;has material basis in germline mutation in;LPIN2
GM3 synthase deficiency;has material basis in germline mutation in;ST3GAL5
cleidocranial dysplasia 1;has material basis in germline mutation in;RUNX2
Muenke syndrome;has material basis in germline mutation in;FGFR3
Bohring-Opitz syndrome;has material basis in germline mutation in;ASXL1
hyperlipoproteinemia type V;has material basis in germline mutation in;APOA5
Charcot-Marie-Tooth disease recessive intermediate C;has material basis in germline mutation in;PLEKHG5
Scott syndrome;has material basis in germline mutation in;ANO6
intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome;has material basis in germline mutation in;CTCF
Fanconi anemia complementation group Q;has material basis in germline mutation in;ERCC4
Bruck syndrome 2;has material basis in germline mutation in;PLOD2
ulnar-mammary syndrome;has material basis in germline mutation in;TBX3
syndactyly type 8;has material basis in germline mutation in;FGF16
congenital cataracts-facial dysmorphism-neuropathy syndrome;has material basis in germline mutation in;CTDP1
gamma-glutamylcysteine synthetase deficiency;has material basis in germline mutation in;GCLC
COG1-congenital disorder of glycosylation;has material basis in germline mutation in;COG1
N syndrome;has material basis in germline mutation in;POLA1
fumaric aciduria;has material basis in germline mutation in;FH
primary ciliary dyskinesia 17;has material basis in germline mutation in;CCDC103
GAPO syndrome;has material basis in germline mutation in;ANTXR1
familial hypocalciuric hypercalcemia 3;has material basis in germline mutation in;AP2S1
2-aminoadipic 2-oxoadipic aciduria;has material basis in germline mutation in;DHTKD1
Bietti crystalline corneoretinal dystrophy;has material basis in germline mutation in;CYP4V2
TELO2-related intellectual disability-neurodevelopmental disorder;has material basis in germline mutation in;TELO2
hereditary coproporphyria;has material basis in germline mutation in;CPOX
craniosynostosis and dental anomalies;has material basis in germline mutation in;IL11RA
Treacher Collins syndrome 3;has material basis in germline mutation in;POLR1C
cortisone reductase deficiency 1;has material basis in germline mutation in;H6PD
CCDC115-CDG;has material basis in germline mutation in;CCDC115
trichorhinophalangeal syndrome type I;has material basis in germline mutation in;TRPS1
sessile serrated polyposis cancer syndrome;has material basis in germline mutation in;RNF43
X-linked retinoschisis;has material basis in germline mutation in;RS1
multiple endocrine neoplasia type 2B;has material basis in germline mutation in;RET
autosomal dominant familial periodic fever;has material basis in germline mutation in;TNFRSF1A
autosomal recessive Robinow syndrome;has material basis in germline mutation in;ROR2
Becker muscular dystrophy;has material basis in germline mutation in;DMD
long QT syndrome 1;has material basis in germline mutation in;KCNQ1
TUBB3-related tubulinopathy;has material basis in germline mutation in;TUBB3
primary ciliary dyskinesia 10;has material basis in germline mutation in;DNAAF2
atrichia with papular lesions;has material basis in germline mutation in;HR
ALG11-congenital disorder of glycosylation;has material basis in germline mutation in;ALG11
Wagner disease;has material basis in germline mutation in;VCAN
premature ovarian failure 1;has material basis in germline mutation in;FRAXA
familial multiple nevi flammei;has material basis in germline mutation in;GNAQ
Fanconi anemia complementation group R;has material basis in germline mutation in;RAD51
Bartter disease type 3;has material basis in germline mutation in;CLCNKB
mast syndrome;has material basis in germline mutation in;SPG21
Charcot-Marie-Tooth disease recessive intermediate D;has material basis in germline mutation in;COX6A1
Charcot-Marie-Tooth disease type 2B1;has material basis in germline mutation in;LMNA
Coffin-Siris syndrome 1;has material basis in germline mutation in;ARID1B
Gordon syndrome;has material basis in germline mutation in;PIEZO2
Charcot-Marie-Tooth disease axonal type 2P;has material basis in germline mutation in;LRSAM1
megaconial type congenital muscular dystrophy;has material basis in germline mutation in;CHKB
incontinentia pigmenti;has material basis in germline mutation in;IKBKG
dilated cardiomyopathy 1O;has material basis in germline mutation in;ABCC9
X-linked sideroblastic anemia with ataxia;has material basis in germline mutation in;ABCB7
familial cold autoinflammatory syndrome 2;has material basis in germline mutation in;NLRP12
abdominal obesity-metabolic syndrome 3;has material basis in germline mutation in;DYRK1B
low phospholipid associated cholelithiasis;has material basis in germline mutation in;ABCB4
long QT syndrome 14;has material basis in germline mutation in;CALM1
DNA ligase IV deficiency;has material basis in germline mutation in;LIG4
hereditary spastic paraplegia 39;has material basis in germline mutation in;PNPLA6
hereditary spastic paraplegia 33;has material basis in germline mutation in;ZFYVE27
Usher syndrome type 1B;has material basis in germline mutation in;MYO7A
Charcot-Marie-Tooth disease type 2A1;has material basis in germline mutation in;KIF1B
Freeman-Sheldon syndrome;has material basis in germline mutation in;MYH3
Apert syndrome;has material basis in germline mutation in;FGFR2
megacystis-microcolon-intestinal hypoperistalsis syndrome 1;has material basis in germline mutation in;MYLK
Charcot-Marie-Tooth disease X-linked recessive 5;has material basis in germline mutation in;PRPS1
episodic ataxia type 6;has material basis in germline mutation in;SLC1A3
fetal akinesia deformation sequence 4;has material basis in germline mutation in;NUP88
ovarian dysgenesis 3;has material basis in germline mutation in;PSMC3IP
blue color blindness;has material basis in germline mutation in;OPN1SW
Duchenne muscular dystrophy;has material basis in germline mutation in;DMD
grange syndrome;has material basis in germline mutation in;YY1AP1
amyotrophic lateral sclerosis type 10;has material basis in germline mutation in;TARDBP
methemoglobinemia type 4;has material basis in germline mutation in;CYB5A
Charcot-Marie-Tooth disease type 4B2;has material basis in germline mutation in;SBF2
orofacial cleft 5;has material basis in germline mutation in;MSX1
arrhythmogenic right ventricular dysplasia 12;has material basis in germline mutation in;JUP
Johanson-Blizzard syndrome;has material basis in germline mutation in;UBR1
DPH5-related diphthamide-deficiency syndrome;has material basis in germline mutation in;DPH5
juvenile cataract-microcornea-renal glucosuria syndrome;has material basis in germline mutation in;SLC16A12
generalized dominant dystrophic epidermolysis bullosa;has material basis in germline mutation in;COL7A1
Danon disease;has material basis in germline mutation in;LAMP2
hyperparathyroidism 4;has material basis in germline mutation in;GCM2
Woodhouse-Sakati syndrome;has material basis in germline mutation in;DCAF17
craniosynostosis 2;has material basis in germline mutation in;MSX2
bilateral parasagittal parieto-occipital polymicrogyria;has material basis in germline mutation in;FIG4
white sponge nevus 1;has material basis in germline mutation in;KRT4
giant axonal neuropathy 2;has material basis in germline mutation in;DCAF8
PRPF31-related retinopathy;has material basis in germline mutation in;PRPF31
Compton-North congenital myopathy;has material basis in germline mutation in;CNTN1
long QT syndrome 5;has material basis in germline mutation in;KCNE1
trichomegaly-retina pigmentary degeneration-dwarfism syndrome;has material basis in germline mutation in;PNPLA6
acrokeratosis verruciformis;has material basis in germline mutation in;ATP2A2
gluthathione peroxidase deficiency;has material basis in germline mutation in;GPX1
primary ciliary dyskinesia 23;has material basis in germline mutation in;ODAD2
anterior segment dysgenesis 4;has material basis in germline mutation in;PITX2
hand-foot-genital syndrome;has material basis in germline mutation in;HOXA13
Filippi syndrome;has material basis in germline mutation in;CKAP2L
brown-Vialetto-van Laere syndrome 2;has material basis in germline mutation in;SLC52A2
thrombocytopenia 3;has material basis in germline mutation in;FYB1
Hermansky-Pudlak syndrome 9;has material basis in germline mutation in;BLOC1S6
SHORT syndrome;has material basis in germline mutation in;PIK3R1
autosomal recessive osteopetrosis 7;has material basis in germline mutation in;TNFRSF11A
hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome;has material basis in germline mutation in;SARS2
hereditary spastic paraplegia 54;has material basis in germline mutation in;DDHD2
cranioectodermal dysplasia 2;has material basis in germline mutation in;WDR35
hereditary spastic paraplegia 75;has material basis in germline mutation in;MAG
spinocerebellar ataxia type 13;has material basis in germline mutation in;KCNC3
Alzheimer disease 9;has material basis in germline mutation in;ABCA7
Wolfram syndrome 1;has material basis in germline mutation in;WFS1
immunodeficiency 67;has material basis in germline mutation in;IRAK4
spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome;has material basis in germline mutation in;DDR2
Neu-Laxova syndrome 1;has material basis in germline mutation in;PHGDH
autosomal recessive osteopetrosis 6;has material basis in germline mutation in;PLEKHM1
Warsaw breakage syndrome;has material basis in germline mutation in;DDX11
spondyloepiphyseal dysplasia congenita;has material basis in germline mutation in;COL2A1
